надотряд\b	отряд\b	подотряд\b	гипотряд\b	инфраотряд\b	парвотряд\b	надсем\b\.	сем\b\.	подсем\b\.	род	period	debug
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	*	[]	debug16444
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Simia rostrata	None	debug16447
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Dolichopithecus Depéret,	[23.03, 5.333]	debug16451
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Dolichopithecus balcanicus	[5.333, 1.806]	debug16454
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Dolichopithecus Dolichopithecus	[23.03, 5.333]	debug16457
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Dolichopithecus Dolichopithecus	None	debug16460
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Dolichopithecus Kanagawapithecus	[5.333, 1.806]	debug16465
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Dolichopithecus hanaumani	[]	debug16468
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	*	[]	debug16471
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Mesopithecus Wagner,	[23.03, 5.333]	debug16474
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Mesopithecus pentelici	[23.03, 5.333]	debug16480
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	=Mesopithecus delsoni	[23.03, 5.333]	debug16485
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	=Mesopithecus ukrainicus	[23.03, 5.333]	debug16488
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Mesopithecus monspessulanus	[23.03, 5.333]	debug16495
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Mesopithecus sivalensis	[23.03, 5.333]	debug16501
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	=Macaca sivalensis	[5.333, 1.806]	debug16512
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	*	[]	debug16517
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Myanmarcolobus yawensis	[23.03, 5.333]	debug16520
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	*	[]	debug16523
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	[23.03, 5.333]	debug16526
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16529
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16532
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	[23.03, 5.333]	debug16535
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae sp.	None	debug16538
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae sp.	None	debug16541
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16544
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16547
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16550
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16553
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16556
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	Colobinae	Colobinae gen.	None	debug16559
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	incertae	Cercopithecidae gen.	[23.03, 5.333]	debug16563
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	incertae	Cercopithecidae gen.	None	debug16566
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Cercopithecoidea	Cercopithecidae	incertae	Cercopithecidae gen.	None	debug16569
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Dendropithecus Andrews,	[23.03, 5.333]	debug16592
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Dendropithecus macinnesi	[23.03, 5.333]	debug16597
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		*	[]	debug16607
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Micropithecus Fleagle	[23.03, 5.333]	debug16610
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Micropithecus clarki	[23.03, 5.333]	debug16615
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Micropithecus leakeyorum	[23.03, 5.333]	debug16620
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		*	[]	debug16628
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Simiolus R.E.F.Leakey	[23.03, 5.333]	debug16631
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Simiolus andrewsi	[23.03, 5.333]	debug16636
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Simiolus cheptumoae	[23.03, 5.333]	debug16639
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Dendropithecidae		Simiolus enjiessi	[23.03, 5.333]	debug16642
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Kalepithecus songhorensis	[23.03, 5.333]	debug16660
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	*	[]	debug16667
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Kamoyapithecus hamiltoni	[33.9, 23.03]	debug16670
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	*	[]	debug16683
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Limnopithecus Hopwood,	[23.03, 5.333]	debug16686
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Limnopithecus evansi	[23.03, 5.333]	debug16694
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Limnopithecus legetet	[23.03, 5.333]	debug16697
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	*	[]	debug16700
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Nacholapithecus kerioi	[23.03, 5.333]	debug16703
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	*	[]	debug16715
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Proconsul Hoopwood,	[23.03, 5.333]	debug16718
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	?=Ekembo McNulty,	None	debug16728
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Proconsul africanus	[23.03, 5.333]	debug16733
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	=Kenyapithecus africanus	[23.03, 5.333]	debug16740
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Proconsul heseloni	[23.03, 5.333]	debug16748
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Proconsulinae	Proconsul nyanzae	[23.03, 5.333]	debug16776
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Afropithecus R.E.Leakey	[23.03, 5.333]	debug16794
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Afropithecus turkanensis	[23.03, 5.333]	debug16801
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	*	[]	debug16811
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Equatorius africanus	[23.03, 5.333]	debug16814
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	*	[]	debug16830
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Heliopithecus leakeyi	[23.03, 5.333]	debug16833
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	*	[]	debug16842
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Morotopithecus bishopi	[23.03, 5.333]	debug16845
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	*	[]	debug16856
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	?Otavipithecus namibiensis	[23.03, 5.333]	debug16859
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	*	[]	debug16868
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	?Ugandapithecus Senut,	[23.03, 5.333]	debug16871
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Ugandapithecus gitongai	[23.03, 5.333]	debug16876
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Ugandapithecus legetetensis	[23.03, 5.333]	debug16885
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Ugandapithecus major	[23.03, 5.333]	debug16890
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Afropithecinae	Ugandapithecus meswae	[23.03, 5.333]	debug16903
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Mabokopithecus clarki	[23.03, 5.333]	debug16913
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	*	[]	debug16920
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Nyanzapithecus Harrison,	[23.03, 5.333]	debug16923
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Nyanzapithecus alesi	None	debug16928
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Nyanzapithecus harrisoni	[23.03, 5.333]	debug16931
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Nyanzapithecus pickfordi	[23.03, 5.333]	debug16934
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Nyanzapithecus vancouveringorum	[23.03, 5.333]	debug16941
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	*	[]	debug16950
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Rangwapithecus (Andrews,	[]	debug16953
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Rangwapithecus gordoni	[23.03, 5.333]	debug16958
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	*	[]	debug16969
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Rukwapithecus fleaglei	[33.9, 23.03]	debug16972
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	*	[]	debug16975
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Proconsulidae	Nyanzapithecinae	Turkanapithecus kalakolensis	[23.03, 5.333]	debug16978
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Pliobatidae		Pliobates cataloniae	[23.03, 5.333]	debug16990
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Illiger,	[1.806, 0.0117]	debug17008
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Bunopithecus	None	debug17021
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Bunopithecus	None	debug17028
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Bunopithecus	None	debug17036
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Bunopithecus	None	debug17042
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Bunopithecus	None	debug17049
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		–	[]	debug17055
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	[]	debug17058
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17064
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17073
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17078
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17087
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17093
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17096
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17102
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17108
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17114
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17119
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17124
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17130
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	[1.806, 0.0117]	debug17133
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17146
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17152
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17159
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17162
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17172
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17179
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17187
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17194
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17199
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17202
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Hylobates	None	debug17209
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		–	[]	debug17223
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17226
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17234
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17240
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17243
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		=Bunopithecus sericus	[5.333, 1.806]	debug17251
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates sp.	[1.806, 0.0117]	debug17258
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		(одноцветный, белощёкий,	[]	debug17261
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17264
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17270
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17276
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17282
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17288
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17291
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17299
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17302
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17310
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17316
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		-	[]	debug17325
ARCHONTA	PRIMATES	HAPLORRHINI	ANTHROPOIDEA	CATARRHINI	EUCATARRHINI	Hominoidea	Hylobatidae		Hylobates Nomascus	None	debug17328
