надотряд\b	отряд\b	подотряд\b	гипотряд\b	инфраотряд\b	парвотряд\b	надсем\b\.	сем\b\.	подсем\b\.	род	period	debug
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Euoticus	None	debug5583
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Euoticus	None	debug5588
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5593
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5602
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5610
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5618
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5625
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5632
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Galago	None	debug5639
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	-	[]	debug5645
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5648
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5660
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5670
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5676
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5682
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5689
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	–	[]	debug5699
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5702
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5712
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago Otolemur	None	debug5721
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	-	[]	debug5727
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	???Galago Otolicnus	None	debug5730
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	***	[]	debug5736
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago farafraensis	[23.03, 5.333]	debug5739
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago howelli	[5.333, 1.806]	debug5742
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	***	[]	debug5749
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Другой вариант	[]	debug5752
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Euoticus elegantulus,	[]	debug5755
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galago senegalensis,	[]	debug5758
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galagoides zanzibaricus,	[]	debug5761
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Otolemur crassicaudatus,	[]	debug5764
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Sciurocheirus alleni	[]	debug5767
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	***	[]	debug5770
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Laetolia sadimanensis	[5.333, 1.806]	debug5773
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	*	[]	debug5780
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Saharagalago misrensis	[56.0, 33.9]	debug5783
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	*	[]	debug5786
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Galaginae	Galagidae gen.	[23.03, 5.333]	debug5789
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Kombinae	Komba Simpson,	[23.03, 5.333]	debug5794
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Kombinae	Komba minor	[23.03, 5.333]	debug5797
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Kombinae	Komba robustus	[23.03, 5.333]	debug5800
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Kombinae	Komba walkeri	[23.03, 5.333]	debug5805
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Kombinae	Komba winamensis	[23.03, 5.333]	debug5808
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Kombinae	Komba sp.	[23.03, 5.333]	debug5811
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Progalago MacInnes,	[23.03, 5.333]	debug5816
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Progalago dorae	[23.03, 5.333]	debug5819
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Progalago songhorensis	[23.03, 5.333]	debug5824
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Galagidae gen.	[23.03, 5.333]	debug5830
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Galagidae indet.	[23.03, 5.333]	debug5833
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Galagidae indet.	[23.03, 5.333]	debug5836
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Galagidae indet.	[5.333, 1.806]	debug5839
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Galagidae indet.	[5.333, 1.806]	debug5842
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Galagonidae	Incertae	Galagidae indet.	[1.806, 0.0117]	debug5845
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris É.Geoffroy	None	debug5863
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris lydekkerianus	None	debug5871
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris lydekkerianus	None	debug5877
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris lydekkerianus	None	debug5883
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris lydekkerianus	None	debug5889
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris lydekkerianus	None	debug5895
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris lydekkerianus	None	debug5902
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	-	[]	debug5911
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris tardigradus	None	debug5914
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris tardigradus	None	debug5929
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Loris tardigradus	None	debug5935
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	*	[]	debug5942
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus É.Geoffroy	None	debug5945
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus bengalensis	None	debug5954
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	–	[]	debug5966
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus coucang	None	debug5969
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus coucang	None	debug5979
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	(=Nycticebus coucang	None	debug5984
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus coucang	None	debug5987
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus coucang	None	debug5990
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus tardigradus	None	debug5993
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus coucang	None	debug5996
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	-	[]	debug5999
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus coucang	None	debug6002
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus philippinus	[]	debug6010
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus coucang	None	debug6015
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	=Nycticebus coucang	None	debug6022
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	-	[]	debug6028
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus coucang	None	debug6031
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	–	[]	debug6038
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus kayan	None	debug6041
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	–	[]	debug6044
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus pygmaeus	None	debug6047
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus pygmaeus	None	debug6056
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticebus pygmaeus	None	debug6061
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	–	[]	debug6066
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	?Nycticebus chinensis	None	debug6069
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	?Nycticebus intermedius	None	debug6074
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	***	[]	debug6079
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	?Nycticebus linglom	[23.03, 5.333]	debug6082
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	***	[]	debug6087
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Nycticeboides simpsoni	[23.03, 5.333]	debug6090
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	*	[]	debug6093
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Microloris pilbeami	[23.03, 5.333]	debug6096
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	*	[]	debug6099
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Lorisinae	Gen. et	[23.03, 5.333]	debug6102
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Mioeuoticinae	Mioeuoticus Leakey,	[]	debug6107
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Mioeuoticinae	Mioeuoticus bishopi	[23.03, 5.333]	debug6112
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Mioeuoticinae	Mioeuoticus shipmani	[23.03, 5.333]	debug6118
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Arctocebus Gray,	None	debug6127
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Arctocebus calabarensis	None	debug6136
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Arctocebus calabarensis	[]	debug6144
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	–	[]	debug6149
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Arctocebus aureus	None	debug6152
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	=Arctocebus ruficeps	None	debug6157
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	*	[]	debug6164
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Perodicticus Bennett,	None	debug6167
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Perodicticus potto	None	debug6173
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Perodicticus potto	None	debug6183
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Perodicticus potto	None	debug6189
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Perodicticus potto	None	debug6196
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	(=Perodicticus potto	None	debug6199
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Perodicticus potto	None	debug6205
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	(=Perodicticus juju	None	debug6208
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	*	[]	debug6216
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Pseudopotto martini	None	debug6219
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	***	[]	debug6232
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Karanisia Seiffert,	[56.0, 33.9]	debug6235
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Karanisia arenula	[56.0, 33.9]	debug6238
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	Perodicticinae	Karanisia clarki	[56.0, 33.9]	debug6241
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	incertae	Gen. et	[33.9, 23.03]	debug6247
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	Lorisidae	incertae	Lorisidae gen.	[23.03, 5.333]	debug6250
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Lorisoidea	incertae		Chasselasia eldredgei	[56.0, 33.9]	debug6255
ARCHONTA	PRIMATES	STREPSIRRHINI		LORISIFORMES		Plesiopithecoidea	Plesiopithecidae		Plesiopithecus teras	[56.0, 33.9]	debug6267
ARCHONTA	PRIMATES	STREPSIRRHINI		CHIROMYIFORMES		Daubentonioidea	Daubentoniidae		Daubentonia É.Geoffroy	None	debug6292
ARCHONTA	PRIMATES	STREPSIRRHINI		CHIROMYIFORMES		Daubentonioidea	Daubentoniidae		Daubentonia madagascariensis	None	debug6298
ARCHONTA	PRIMATES	STREPSIRRHINI		CHIROMYIFORMES		Daubentonioidea	Daubentoniidae		Daubentonia madagascariensis	None	debug6305
ARCHONTA	PRIMATES	STREPSIRRHINI		CHIROMYIFORMES		Daubentonioidea	Daubentoniidae		-	[]	debug6310
ARCHONTA	PRIMATES	STREPSIRRHINI		CHIROMYIFORMES		Daubentonioidea	Daubentoniidae		Daubentonia robusta	None	debug6313
ARCHONTA	PRIMATES	HAPLORRHINI							Gen. et	[56.0, 33.9]	debug6343
ARCHONTA	PRIMATES	HAPLORRHINI							Gen. et	[56.0, 33.9]	debug6351
ARCHONTA	PRIMATES	HAPLORRHINI							Gen. et	[56.0, 33.9]	debug6359
ARCHONTA	PRIMATES	HAPLORRHINI							Gen. et	[56.0, 33.9]	debug6367
ARCHONTA	PRIMATES	HAPLORRHINI							Gen. et	[56.0, 33.9]	debug6375
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Archicebidae		Archicebus achilles	[56.0, 33.9]	debug6393
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Indusius kaliae	[56.0, 33.9]	debug6408
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6411
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Melaneremia bryanti	[56.0, 33.9]	debug6414
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Melaneremia schrevei	[56.0, 33.9]	debug6417
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6425
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus Wood,	[56.0, 33.9]	debug6428
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus creechbarrowensis	[56.0, 33.9]	debug6433
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus edwardsi	[56.0, 33.9]	debug6436
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus erinaceus	[56.0, 33.9]	debug6441
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus hookeri	[56.0, 33.9]	debug6444
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus ornatus	[56.0, 33.9]	debug6447
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Microchoerus wardorum	[56.0, 33.9]	debug6450
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6455
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex Stehlin,	[56.0, 33.9]	debug6458
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex abderhaldeni	[]	debug6461
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex barnesi	[]	debug6466
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex filholi	[56.0, 33.9]	debug6469
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex humilidens	[56.0, 33.9]	debug6472
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex pollicaris	[56.0, 33.9]	debug6477
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Nannopithex zuccolae	[56.0, 33.9]	debug6480
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6485
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Necrolemur Filchol,	[56.0, 33.9]	debug6488
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Necrolemur anadoni	[56.0, 33.9]	debug6493
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Necrolemur antiquus	[56.0, 33.9]	debug6496
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Necrolemur antiquus	None	debug6501
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Necrolemur zitteli	[56.0, 33.9]	debug6506
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6509
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Paraloris bavaricus	[56.0, 33.9]	debug6512
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6517
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris Stehlin,	[56.0, 33.9]	debug6520
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris crusafonti	[56.0, 33.9]	debug6525
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris erenensis	[56.0, 33.9]	debug6528
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris godinoti	[33.9, 23.03]	debug6531
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris isabenae	[56.0, 33.9]	debug6537
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris parvulus	[56.0, 33.9]	debug6540
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris pyrenaicus	[56.0, 33.9]	debug6543
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris reguanti	[56.0, 33.9]	debug6546
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Pseudoloris saalae	[]	debug6551
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		*	[]	debug6554
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Vectipithex Hooker	None	debug6557
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Vectipithex quaylei	[56.0, 33.9]	debug6560
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Vectipithex raabi	[56.0, 33.9]	debug6565
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Vectipithex smithorum	[56.0, 33.9]	debug6574
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Microchoeridae		Vectipithex ulmensis	[56.0, 33.9]	debug6584
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Altanius orlovi	[56.0, 33.9]	debug6603
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anaptomorphus Cope,	[56.0, 33.9]	debug6616
ARCHONTA	PRIMATES	HAPLORRHINI	TARSIIFORMES	OMOMYIFORMES			Omomyidae	Anaptomorphinae	Anaptomorphus aemulus	[56.0, 33.9]	debug6621
