"надотряд\b"	"отряд\b"	"подотряд\b"	"гипотряд\b"	"инфраотряд\b"	"парвотряд\b"	"надсем\b\."	"сем\b\."	"подсем\b\."	"род"	"period_start"	"period_end"	"debug"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14865"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14872"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14880"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug14887"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14890"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug14905"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14908"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14920"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"–"	""	""	"debug14927"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14930"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Piliocolobus"	""	""	"debug14942"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Procolobus"	""	""	"debug14953"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Procolobus"	""	""	"debug14961"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus Procolobus"	""	""	"debug14969"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"–"	""	""	"debug14975"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"не знаю"	""	""	"debug14978"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"?Colobus congolensis"	""	""	"debug14981"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"***"	""	""	"debug14986"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus flandrini"	""	""	"debug14989"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus freedmani"	""	""	"debug14992"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Colobus grandaevus"	"23.03"	"5.333"	"debug14997"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"***"	""	""	"debug15000"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides Mollett,"	"5.333"	"1.806"	"debug15003"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides alemayehui"	""	""	"debug15008"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides haasgati"	""	""	"debug15011"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides kerioensis"	""	""	"debug15014"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides kimeui"	""	""	"debug15017"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides meaveae"	""	""	"debug15020"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Cercopithecoides williamsi"	"5.333"	"1.806"	"debug15023"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"*"	""	""	"debug15026"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Kuseracolobus Frost,"	""	""	"debug15029"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Kuseracolobus hafu"	"5.333"	"1.806"	"debug15032"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Kuseracolobus aramisi"	"5.333"	"1.806"	"debug15035"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"*"	""	""	"debug15040"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Libypithecus markgrafi"	"23.03"	"5.333"	"debug15043"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"*"	""	""	"debug15049"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Microcolobus tugenensis"	"23.03"	"5.333"	"debug15052"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"*"	""	""	"debug15059"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Paracolobus R.E.F.Leakey,"	"5.333"	"1.806"	"debug15062"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Paracolobus chemeroni"	""	""	"debug15067"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Paracolobus enkorikae"	""	""	"debug15070"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Paracolobus mutiwa"	""	""	"debug15073"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"*"	""	""	"debug15076"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Rhinocolobus turkanensis"	"5.333"	"1.806"	"debug15079"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis É.Geoffroy"	""	""	"debug15089"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis concolor"	""	""	"debug15096"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis concolor"	""	""	"debug15107"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis concolor"	""	""	"debug15113"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15119"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis larvatus"	""	""	"debug15122"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis larvatus"	""	""	"debug15131"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Nasalis larvatus"	""	""	"debug15136"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"*"	""	""	"debug15142"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Eschscholtz,"	"23.03"	"5.333"	"debug15145"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15156"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15162"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15171"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15176"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15184"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15187"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis comata"	""	""	"debug15194"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15200"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15205"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15211"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15214"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15221"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15229"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15237"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15244"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15249"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15256"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15263"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15270"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15273"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15282"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15285"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15290"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15293"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15299"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15305"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15311"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15316"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15322"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15325"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15336"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15341"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15348"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15356"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15363"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15368"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15376"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15384"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15389"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15392"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15402"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15405"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15413"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15418"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15423"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15426"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15433"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15439"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15445"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15451"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15456"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15461"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15464"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15473"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15481"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15488"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15496"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"-"	""	""	"debug15501"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15504"
"ARCHONTA"	"PRIMATES"	"HAPLORRHINI"	"ANTHROPOIDEA"	"CATARRHINI"	"EUCATARRHINI"	"Cercopithecoidea"	"Cercopithecidae"	"Colobinae"	"Presbytis Presbytis"	""	""	"debug15512"
