"надотряд\b"	"отряд\b"	"подотряд\b"	"гипотряд\b"	"инфраотряд\b"	"парвотряд\b"	"надсем\b\."	"сем\b\."	"подсем\b\."	"род"	"period_start"	"period_end"	"debug"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Smilodectes gracilis"	"56.0"	"33.9"	"debug3207"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Smilodectes mcgrewi"	"56.0"	"33.9"	"debug3215"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Smilodectes sororis"	"56.0"	"33.9"	"debug3218"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"*"	""	""	"debug3221"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Aphanolemur gibbosus"	"56.0"	"33.9"	"debug3224"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus Leidy,"	"56.0"	"33.9"	"debug3228"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus pugnax"	"56.0"	"33.9"	"debug3244"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus robinsoni"	"56.0"	"33.9"	"debug3249"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus robustior"	"56.0"	"33.9"	"debug3254"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus tenebrosus"	"56.0"	"33.9"	"debug3261"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus tyrannus"	"56.0"	"33.9"	"debug3268"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Notharctus venticolus"	"56.0"	"33.9"	"debug3274"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus affine"	""	""	"debug3277"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus Thinolestes"	""	""	"debug3284"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus Telmatolestes"	""	""	"debug3289"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus formosus"	""	""	"debug3294"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus gracilis"	""	""	"debug3300"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus grassus"	""	""	"debug3303"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus limosus"	""	""	"debug3306"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus osborni"	"56.0"	"33.9"	"debug3309"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"???Notharctus Thomitherium"	""	""	"debug3312"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"*"	""	""	"debug3317"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Pelycodus Cope,"	"66.0"	"56.0"	"debug3320"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Pelycodus danielsae"	""	""	"debug3327"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Pelycodus jarrovii"	"56.0"	"33.9"	"debug3330"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius Simons,"	"56.0"	"33.9"	"debug3336"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius abditus"	"56.0"	"33.9"	"debug3344"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius actius"	"56.0"	"33.9"	"debug3352"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius angulatus"	"56.0"	"33.9"	"debug3358"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius antediluvius"	""	""	"debug3363"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius eppsi"	"56.0"	"33.9"	"debug3366"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius frugivorus"	"56.0"	"33.9"	"debug3372"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius mckennai"	"56.0"	"33.9"	"debug3379"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius nuniensis"	"56.0"	"33.9"	"debug3387"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius ralstoni"	"66.0"	"56.0"	"debug3395"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius savagei"	"56.0"	"33.9"	"debug3403"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius simonsi"	"56.0"	"33.9"	"debug3408"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius torresi"	"56.0"	"33.9"	"debug3413"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius trigonodus"	"56.0"	"33.9"	"debug3418"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius venticolis"	"56.0"	"33.9"	"debug3427"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Notharctidae"	"Notharctinae"	"Cantius sp.nov."	""	""	"debug3433"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Hoanghonius stehlini"	"56.0"	"33.9"	"debug3444"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3452"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Guangxilemur Qi"	""	""	"debug3455"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Guangxilemur tongi"	"56.0"	"33.9"	"debug3458"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Guangxilemur singsilai"	"33.9"	"23.03"	"debug3461"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3464"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Indraloris Lewis,"	"23.03"	"5.333"	"debug3467"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Indraloris himalayensis"	"23.03"	"5.333"	"debug3476"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Indraloris kamlialensis"	"23.03"	"5.333"	"debug3485"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Indraloris progressus"	"23.03"	"5.333"	"debug3488"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Indraloris sp."	""	""	"debug3491"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3496"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Kyitchaungia takaii"	"56.0"	"33.9"	"debug3499"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3505"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Laomaki yunnanensis"	"56.0"	"33.9"	"debug3508"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3511"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Paukkaungia parva"	"56.0"	"33.9"	"debug3514"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3521"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Ramadapis sahnii"	""	""	"debug3524"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3529"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Rencunius zhoui"	"56.0"	"33.9"	"debug3532"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3537"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Siamoadapis maemohensis"	"23.03"	"5.333"	"debug3540"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3543"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sinoadapis Wu"	"23.03"	"5.333"	"debug3546"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sinoadapis carnosus"	"23.03"	"5.333"	"debug3551"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sinoadapis parvulus"	"23.03"	"5.333"	"debug3554"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sinoadapis shihuibaensis"	"23.03"	"5.333"	"debug3557"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3560"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sivaladapis Gingerich"	"23.03"	"5.333"	"debug3563"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sivaladapis nagrii"	"23.03"	"5.333"	"debug3568"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Sivaladapis palaeindicus"	"23.03"	"5.333"	"debug3571"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3574"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Wailekia orientale"	"56.0"	"33.9"	"debug3577"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"*"	""	""	"debug3586"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Yunnanadapis folivorus"	"56.0"	"33.9"	"debug3589"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"Sivaladapidae"	""	"Yunnanadapis imperator"	"56.0"	"33.9"	"debug3592"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"Lushius qinlinensis"	"56.0"	"33.9"	"debug3597"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"*"	""	""	"debug3602"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"Mescalerolemur horneri"	"56.0"	"33.9"	"debug3605"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"*"	""	""	"debug3608"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"Sulaimania arifi"	"56.0"	"33.9"	"debug3611"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"*"	""	""	"debug3614"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"Gen. et"	"56.0"	"33.9"	"debug3617"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"*"	""	""	"debug3623"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"ADAPIFORMES"	""	""	"incertae"	""	"Gen. et"	"56.0"	"33.9"	"debug3626"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Simons"	""	""	"debug3661"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3673"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3676"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"–"	""	""	"debug3683"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3686"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3694"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3704"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"–"	""	""	"debug3710"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3713"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3720"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"–"	""	""	"debug3727"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Eulemur"	""	""	"debug3730"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"-"	""	""	"debug3737"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3740"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3743"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"–"	""	""	"debug3752"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3755"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3767"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3776"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3784"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3790"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3798"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"-"	""	""	"debug3807"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Eulemur Petterus"	""	""	"debug3810"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"-"	""	""	"debug3820"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"?Eulemur Petterus"	""	""	"debug3823"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"*"	""	""	"debug3829"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Lemur Linnaeus,"	""	""	"debug3832"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Lemur catta"	""	""	"debug3845"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"*"	""	""	"debug3857"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Varecia Gray,"	""	""	"debug3860"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Varecia rubra"	""	""	"debug3870"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"-"	""	""	"debug3883"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Varecia variegata"	""	""	"debug3886"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Varecia variegata"	""	""	"debug3898"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Varecia variegata"	""	""	"debug3904"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Varecia variegata"	""	""	"debug3910"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"*"	""	""	"debug3918"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Pachylemur Lamberton,"	""	""	"debug3921"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Pachylemur insignis"	"1.806"	"0.0117"	"debug3929"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Lemurinae"	"Pachylemur jullyi"	"1.806"	"0.0117"	"debug3941"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur Is.Geoffroy"	""	""	"debug3954"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur aureus"	""	""	"debug3964"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"–"	""	""	"debug3973"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur griseus"	""	""	"debug3976"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur griseus"	""	""	"debug3983"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur griseus"	""	""	"debug3996"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur griseus"	""	""	"debug3999"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"-"	""	""	"debug4006"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur meridionalis"	""	""	"debug4009"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Hapalemur occidentalis"	""	""	"debug4017"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"*"	""	""	"debug4023"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Prolemur Gray,"	""	""	"debug4026"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Prolemur simus"	""	""	"debug4032"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lemuridae"	"Hapalemurinae"	"Prolemur simus"	""	""	"debug4039"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lepilemuridae"	""	"Lepilemur I.Geoffroy"	""	""	"debug4053"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lepilemuridae"	""	"Lepilemur aeeclis"	""	""	"debug4059"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lepilemuridae"	""	"Lepilemur ahmansonorum"	""	""	"debug4067"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lepilemuridae"	""	"Lepilemur ankaranensis"	""	""	"debug4076"
"ARCHONTA"	"PRIMATES"	"STREPSIRRHINI"	""	"LEMURIFORMES"	""	"Lemuroidea"	"Lepilemuridae"	""	"Lepilemur betsileo"	""	""	"debug4082"
